"Data","Nr.Chamado","Cod.Cliente","Nome Cliente","Cidade","Estado","Nr.Série","Item","Dt.Fabricação","Dt.Emissão NF","Tipo","Causa","Observação"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124071222","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124070922","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124071122","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124070122","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124070522","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124071522","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124069822","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124070722","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30631","29721","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1471124069022","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30633","69982","COMPANHIA BRASILEIRA DE DISTRIBUICAO","RIO DE JANEIRO","RJ","1450724000223","F01 ICFD CS 1,85","7/12/2024","7/18/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30634","77887","MAR E RIO PESCADOS INDUSTRIA IMPORTACAO E EXPORTACAO LTDA","SAO JOSE DO RIO PRETO","SP","1420724004625","F01 ICFD TV 1,85","8/16/2024","9/17/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/24/2025","30635","79405","CEMA CENTRAL MINEIRA ATACADISTA LTDA","LAVRAS","MG","1410624010824","F01 ICFD TS 1,85","7/4/2024","7/16/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30638","80231","MART MINAS DISTRIBUIÇAO LTDA","PIRAPORA","MG","1490624057024","F01 ICFD CS 2,50","8/30/2024","9/27/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30640","79509","HORTIFRUTI DIMON LTDA","NAVEGANTES","SC","1500724013725","F01 ICFD CV 2,50","8/16/2024","8/26/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30641","76709","SENDAS DISTRIBUIDORA S.A","DUQUE DE CAXIAS","RJ","1490723039023","F01 ICFD CS 2,50","8/14/2023","10/20/2023","Fora Garantia","Refrigeração","DESARMANDO DISJUNTOR"
"1/27/2025","30641","76709","SENDAS DISTRIBUIDORA S.A","DUQUE DE CAXIAS","RJ","1490723039323","F01 ICFD CS 2,50","8/11/2023","10/20/2023","Fora Garantia","Refrigeração","DESARMANDO DISJUNTOR"
"1/27/2025","30643","57286","SUPERMERCADO GIRASSOL LTDA","BOMBINHAS","SC","1420724013425","F01 ICFD TV 1,85","9/5/2024","10/1/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30644","80635","MN SUPERMERCADOS LTDA","UBERLANDIA","MG","1420624015724","F01 ICFD TV 1,85","8/27/2024","10/7/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30645","53240","SUPERMERCADO NORDESTAO LTDA","SAO GONCALO DO AMARANTE","RN","1410724011124","F01 ICFD TS 1,85","8/21/2024","9/6/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30646","45387","CARREFOUR COMERCIO E INDUSTRIA LTDA","TAUBATE","SP","1470924077122","F01 ICFD CS 2,10","10/30/2024","9/18/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/27/2025","30647","79431","SUPERMERCADO ENEAS LTDA","SAO JOAO DO RIO DO PEIXE","PB","1470724073224","F01 ICFD CS 2,10","9/10/2024","10/1/2024","Garantia","Estrutura","PERFIL CALÇO"
"1/27/2025","30648","74286","SENDAS DISTRIBUIDORA S/A","ARACAJU","SE","1490722091323","F01 ICFD CS 2,50","8/20/2022","7/28/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/28/2025","30649","58769","SENDAS DISTRIBUIDORA S/A","LAURO DE FREITAS","BA","1490924004022","F01 ICFD CS 2,50","9/30/2024","10/9/2024","Garantia","Refrigeração","EM CURTO"
"1/28/2025","30652","75659","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1481123027124","F01 ICFD CV 2,10","12/14/2023","12/19/2023","Fora Garantia","Estrutura","ORÇAMENTO"
"1/28/2025","30653","68921","MERCANTIL NOVA ERA LTDA","MANAUS","AM","130819000521","ICFD 1800 R VD","7/31/2019","8/12/2019","Fora Garantia","Estrutura","ORÇAMENTO ESTRUTURA E ILUMINAÇÃO"
"1/28/2025","30653","68921","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1480523016022","F01 ICFD CV 2,10","5/17/2023","8/12/2019","Fora Garantia","Estrutura","ORÇAMENTO ESTRUTURA E ILUMINAÇÃO"
"1/28/2025","30653","68921","MERCANTIL NOVA ERA LTDA","MANAUS","AM","140819002721","ICFD 2100 VD","8/5/2019","8/12/2019","Fora Garantia","Estrutura","ORÇAMENTO ESTRUTURA E ILUMINAÇÃO"
"1/28/2025","30654","80768","NATALE TANI FLEX SUPERMERCADOS LTDA","MANDURI","SP","1420224012225","F01 ICFD TV 1,85","3/13/2024","4/11/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/28/2025","30654","80768","NATALE TANI FLEX SUPERMERCADOS LTDA","MANDURI","SP","1420224012325","F01 ICFD TV 1,85","3/13/2024","4/11/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/28/2025","30655","52817","MERCANTIL NOVA ERA LTDA","MANAUS","AM","211121041322","NICFD 2100C VD","2/17/2022","2/14/2022","Fora Garantia","Estrutura","ORÇAMENTO ESTRUTURA E ILUMINAÇÃO"
"1/28/2025","30655","52817","MERCANTIL NOVA ERA LTDA","MANAUS","AM","191121020022","NICFD 1850T VD","2/18/2022","2/14/2022","Fora Garantia","Estrutura","ORÇAMENTO ESTRUTURA E ILUMINAÇÃO"
"1/29/2025","30656","59205","SENDAS DISTRIBUIDORA S/A","ITAQUAQUECETUBA","SP","1490523032823","F01 ICFD CS 2,50","5/31/2023","6/2/2023","Fora Garantia","Refrigeração","barulho no compressor"
"1/29/2025","30659","30461","MOURA COMERCIO DE ALIMENTOS LTDA","CHAPECO","SC","1470724082225","F01 ICFD CS 2,10","9/26/2024","11/5/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30659","30461","MOURA COMERCIO DE ALIMENTOS LTDA","CHAPECO","SC","1470724080225","F01 ICFD CS 2,10","9/26/2024","11/5/2024","Garantia","Refrigeração","Não refrigera"
"1/29/2025","30659","30461","MOURA COMERCIO DE ALIMENTOS LTDA","CHAPECO","SC","1470724081925","F01 ICFD CS 2,10","9/26/2024","11/5/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30661","59985","GERMANS DISTRIBUIDORA DE COMESTIVEIS LTDA.","NOVA IGUACU","RJ","1480624036425","F01 ICFD CV 2,10","7/19/2024","8/15/2024","Garantia","Estrutura","VIDRO NÃO FECHA"
"1/29/2025","30664","30479","SUPERMERCADOS DB LTDA","MANAUS","AM","1480624022524","F01 ICFD CV 2,10","8/12/2024","9/11/2024","Garantia","Estrutura","VER VAZAMENTO ENTRE AS CANALETAS DA ILHA"
"1/29/2025","30664","30479","SUPERMERCADOS DB LTDA","MANAUS","AM","1420624009524","F01 ICFD TV 1,85","8/14/2024","9/11/2024","Garantia","Estrutura","TROCAR ILHA"
"1/29/2025","30665","47542","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049022","F01 ICFD CS 2,10","12/17/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30665","47542","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049422","F01 ICFD CS 2,10","12/17/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30665","47542","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049322","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30665","47542","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1411124015622","F01 ICFD TS 1,85","12/17/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/29/2025","30665","47542","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049222","F01 ICFD CS 2,10","12/17/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1420722002023","F01 ICFD TV 1,85","8/10/2022","8/11/2022","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1420722002223","F01 ICFD TV 1,85","8/10/2022","8/11/2022","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1480722004923","F01 ICFD CV 2,10","8/11/2022","8/11/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1480722006623","F01 ICFD CV 2,10","8/11/2022","8/11/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1480722007923","F01 ICFD CV 2,10","8/8/2022","8/11/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30667","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1420722002623","F01 ICFD TV 1,85","8/12/2022","8/11/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30668","74633","SENDAS DISTRIBUIDORA S/A","FORTALEZA","CE","1490423006923","F01 ICFD CS 2,50","4/29/2023","8/1/2023","Fora Garantia","Refrigeração","NÃO REFRIGERAÇÃO"
"1/30/2025","30668","74633","SENDAS DISTRIBUIDORA S/A","FORTALEZA","CE","1410423002423","F01 ICFD TS 1,85","5/8/2023","8/1/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30668","74633","SENDAS DISTRIBUIDORA S/A","FORTALEZA","CE","1491222009523","F01 ICFD CS 2,50","1/23/2023","8/1/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30668","74633","SENDAS DISTRIBUIDORA S/A","FORTALEZA","CE","1490423007123","F01 ICFD CS 2,50","4/29/2023","8/1/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30668","74633","SENDAS DISTRIBUIDORA S/A","FORTALEZA","CE","1490423004523","F01 ICFD CS 2,50","4/28/2023","8/1/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30669","76645","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","DIAMANTINA","MG","1410823004123","F01 ICFD TS 1,85","8/30/2023","9/21/2023","Fora Garantia","Refrigeração","EM CURTO"
"1/30/2025","30670","52065","SILVIERI SUPERMERCADOS LTDA","TREZE DE MAIO","SC","1481024018724","F01 ICFD CV 2,10","11/13/2024","12/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30671","80242","P R DE OLIVEIRA SUPERMERCADO","SAO PEDRO DO TURVO","SP","1421124002324","F01 ICFD TV 1,85","11/29/2024","12/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30671","80242","P R DE OLIVEIRA SUPERMERCADO","SAO PEDRO DO TURVO","SP","1501124002524","F01 ICFD CV 2,50","11/28/2024","12/9/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/30/2025","30671","80242","P R DE OLIVEIRA SUPERMERCADO","SAO PEDRO DO TURVO","SP","1501124002624","F01 ICFD CV 2,50","11/28/2024","12/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30671","80242","P R DE OLIVEIRA SUPERMERCADO","SAO PEDRO DO TURVO","SP","1421124002424","F01 ICFD TV 1,85","11/29/2024","12/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/30/2025","30672","79140","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","IGARAPE","MG","1490524031624","F01 ICFD CS 2,50","6/27/2024","7/4/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30676","66803","SACOI BRASIL COMERCIO DE ALIMENTOS LTDA","POTIRENDABA","SP","1410824007624","F01 ICFD TS 1,85","9/11/2024","10/2/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30677","56123","SUPERMERCADO 5 IRMAOS LTDA","CAMBUI","MG","1481124017224","F01 ICFD CV 2,10","12/17/2024","1/22/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30678","77535","COSTA MULTICANAL S/A","GOIANIA","GO","1471123056325","F01 ICFD CS 2,10","2/24/2024","2/28/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30679","77156","KOCH HIPERMERCADO S.A","LAGUNA","SC","1410823014923","F01 ICFD TS 1,85","9/20/2023","9/22/2023","Fora Garantia","Refrigeração","HÉLICE DO MICROMOTOR SOLTA"
"1/31/2025","30683","30156","DMA DISTRIBUIDORA S/A","BELO HORIZONTE","MG","0200122012723","NICFD 2100C","2/17/2022","2/21/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30683","30156","DMA DISTRIBUIDORA S/A","BELO HORIZONTE","MG","0200122013123","NICFD 2100C","2/17/2022","2/21/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/31/2025","30684","80165","C. DANTAS DE LIMA BARBOSA E CIA LTDA","DELMIRO GOUVEIA","AL","1491124004924","F01 ICFD CS 2,50","12/17/2024","1/22/2025","Garantia","Refrigeração/Iluminação","BAIXO RENDIMENTO / SUPORTE DA LED DANIFICADO"
"1/31/2025","30684","80165","C. DANTAS DE LIMA BARBOSA E CIA LTDA","DELMIRO GOUVEIA","AL","1491124004724","F01 ICFD CS 2,50","12/17/2024","1/22/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"2/3/2025","30688","79621","SENDAS DISTRIBUIDORA S/A","SAO JOSE DO RIO PRETO","SP","1490824029922","F01 ICFD CS 2,50","10/22/2024","11/6/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/3/2025","30688","79621","SENDAS DISTRIBUIDORA S/A","SAO JOSE DO RIO PRETO","SP","1410423002423","F01 ICFD TS 1,85","5/8/2023","11/6/2024","Garantia","Refrigeração","NÃO REFREGERA"
"2/3/2025","30688","79621","SENDAS DISTRIBUIDORA S/A","SAO JOSE DO RIO PRETO","SP","1490824031322","F01 ICFD CS 2,50","10/26/2024","11/6/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/3/2025","30691","79657","VICHESSE SGARIBOLDI SUPERMERCADOS LTDA","SANTA BARBARA D'OESTE","SP","1470824100724","F01 ICFD CS 2,10","10/5/2024","11/5/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/4/2025","30698","78390","ABV COMERCIO DE ALIMENTOS LTDA","AQUIDAUANA","MS","1490224035025","F01 ICFD CS 2,50","4/19/2024","4/22/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/4/2025","30699","49763","IRMAOS MUFFATO S.A","CAMBE","PR","1500724002025","F01 ICFD CV 2,50","8/8/2024","8/20/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30699","49763","IRMAOS MUFFATO S.A","CAMBE","PR","1500724001425","F01 ICFD CV 2,50","8/8/2024","8/20/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30701","52648","COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS","MORRINHOS","GO","1411124017824","F01 ICFD TS 1,85","1/16/2025","1/23/2025","Garantia","Estrutura","TAMPA ILHA NÃO FECHA"
"2/4/2025","30701","52648","COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS","MORRINHOS","GO","1411124017724","F01 ICFD TS 1,85","1/16/2025","1/23/2025","Garantia","Estrutura","TAMPA ILHA NÃO FECHA"
"2/4/2025","30701","52648","COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS","MORRINHOS","GO","1471124060624","F01 ICFD CS 2,10","1/16/2025","1/23/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1420424004725","F01 ICFD TV 1,85","4/26/2024","4/26/2024","Fora Garantia","Estrutura","RESISTENCIA EM CURTO - VIDRO QUEBRADO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1480424003125","F01 ICFD CV 2,10","4/25/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1480424004125","F01 ICFD CV 2,10","4/24/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1480424004325","F01 ICFD CV 2,10","4/25/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1480424002925","F01 ICFD CV 2,10","4/24/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1480424002725","F01 ICFD CV 2,10","4/24/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/4/2025","30702","78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP","1420424004625","F01 ICFD TV 1,85","4/26/2024","4/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/5/2025","30703","79654","MART MINAS DISTRIBUIÇAO LTDA","BETIM","MG","1490423021123","F01 ICFD CS 2,50","5/8/2023","12/12/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"2/5/2025","30703","79654","MART MINAS DISTRIBUIÇAO LTDA","BETIM","MG","1490423020823","F01 ICFD CS 2,50","5/8/2023","12/12/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"2/5/2025","30704","77969","PAULO MEDEIROS JUNIOR SUPERMERCADO","BURITIZAL","SP","1470124001525","F01 ICFD CS 2,10","2/29/2024","3/21/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"2/5/2025","30705","79439","D FAMILIA SUPERMERCADO LTDA","PARAISO DO TOCANTINS","TO","1470824051524","F01 ICFD CS 2,10","10/5/2024","10/25/2024","Garantia","Iluminação","LED QUEIMADA"
"2/5/2025","30707","73798","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","BRASILIA DE MINAS","MG","1410822005223","F01 ICFD TS 1,85","8/16/2022","8/22/2022","Fora Garantia","Refrigeração","DESARMANDO DISJUNTOR"
"2/5/2025","30708","80455","GAMA COMERCIAL LTDA","BRASILIA","DF","1410824034424","F01 ICFD TS 1,85","10/6/2024","10/17/2024","Garantia","Refrigeração","NÃO REFRIGERAÇÃO"
"2/5/2025","30708","80455","GAMA COMERCIAL LTDA","BRASILIA","DF","1410824034824","F01 ICFD TS 1,85","10/6/2024","10/17/2024","Garantia","Refrigeração","NÃO REFRIGERAÇÃO"
"2/6/2025","30709","62523","RTJ SOARES LTDA","ITAGUAI","RJ","1480824044524","F01 ICFD CV 2,10","9/9/2024","9/23/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/6/2025","30709","62523","RTJ SOARES LTDA","ITAGUAI","RJ","1480824043924","F01 ICFD CV 2,10","9/9/2024","9/23/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/6/2025","30709","62523","RTJ SOARES LTDA","ITAGUAI","RJ","1480824044224","F01 ICFD CV 2,10","9/9/2024","9/23/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/6/2025","30709","62523","RTJ SOARES LTDA","ITAGUAI","RJ","1420824020624","F01 ICFD TV 1,85","9/10/2024","9/23/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"2/6/2025","30711","80833","MELHOR PREÇO DISTRIBUIDORA D ALIMENTOS LTDA","BELEM","PA","1471024037124","F01 ICFD CS 2,10","12/6/2024","12/17/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124050922","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124050222","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1411124015722","F01 ICFD TS 1,85","12/17/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049622","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124049822","F01 ICFD CS 2,10","12/16/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30712","74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1471124050122","F01 ICFD CS 2,10","12/13/2024","12/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30713","80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE","1480724002225","F01 ICFD CV 2,10","8/10/2024","8/30/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30715","79122","GIASSI & CIA LTDA","CRICIUMA","SC","1430724000924","F01 ICFD TS 2,10","8/29/2024","9/12/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/7/2025","30716","58639","MERCEARIA 6 ESTRELAS LTDA","SAO GONCALO","RJ","1420324009525","F01 ICFD TV 1,85","8/2/2024","4/29/2024","Fora Garantia","Estrutura","VIDRO TRIPLO FRONTAL"
"2/7/2025","30716","58639","MERCEARIA 6 ESTRELAS LTDA","SAO GONCALO","RJ","1420324009725","F01 ICFD TV 1,85","8/3/2024","4/29/2024","Fora Garantia","Estrutura","VIDRO TRIPLO FRONTAL"
"2/7/2025","30717","78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR","1480324018625","F01 ICFD CV 2,10","4/25/2024","5/13/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/7/2025","30717","78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR","1420324010925","F01 ICFD TV 1,85","4/26/2024","5/13/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/7/2025","30717","78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR","1420324011025","F01 ICFD TV 1,85","4/27/2024","5/13/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"2/7/2025","30717","78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR","1480324018425","F01 ICFD CV 2,10","4/25/2024","5/13/2024","Fora Garantia","Refrigeração","REFRIGERAÇÃO"
"2/10/2025","30721","79133","COSTA MULTICANAL S/A","SENADOR CANEDO","GO","1410824013624","F01 ICFD TS 1,85","9/11/2024","10/10/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30721","79133","COSTA MULTICANAL S/A","SENADOR CANEDO","GO","1470824036724","F01 ICFD CS 2,10","9/9/2024","10/10/2024","Garantia","Iluminação","LED QUEIMADO"
"2/10/2025","30722","80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE","1480724001925","F01 ICFD CV 2,10","8/9/2024","8/30/2024","Garantia","Iluminação","LED QUEIMADA"
"2/10/2025","30724","75453","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","ESPINOSA","MG","1491222041422","F01 ICFD CS 2,50","3/3/2023","3/15/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30726","79858","SDB COMERCIO DE ALIMENTOS LTDA","SANTA CRUZ DO SUL","RS","1470924031024","F01 ICFD CS 2,10","10/4/2024","10/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30728","77016","SENDAS DISTRIBUIDORA S.A","NATAL","RN","1490923035323","F01 ICFD CS 2,50","11/29/2023","11/29/2023","Garantia Estendida","Iluminação","LED QUEIMADA"
"2/10/2025","30728","77016","SENDAS DISTRIBUIDORA S.A","NATAL","RN","1490923032423","F01 ICFD CS 2,50","11/24/2023","11/29/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30729","59590","SCHMACHTENBERG E CIA LTDA","CACHOEIRA DO SUL","RS","1450924001624","F01 ICFD CS 1,85","11/12/2024","11/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30730","66280","SUPERMERCADOS MAMBO LTDA","SAO PAULO","SP","1500724014625","F01 ICFD CV 2,50","8/23/2024","9/17/2024","Garantia","Estrutura","VIDRO TRIPLO CONDENSANDO"
"2/10/2025","30731","30276","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ","1470824086624","F01 ICFD CS 2,10","9/7/2024","9/19/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30731","30276","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ","1410824030324","F01 ICFD TS 1,85","9/9/2024","9/19/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"2/10/2025","30732","77310","S. A ATACADISTA DE ALIMENTOS LTDA","VALPARAISO DE GOIAS","GO","1411023037723","F01 ICFD TS 1,85","3/15/2024","3/18/2024","Garantia Estendida","Iluminação","LED QUEIMADA"
