"Data","Nr.Chamado","Cod.Cliente","Nome Cliente","Cidade","Estado","Nr.Série","Item","Dt.Fabricação","Dt.Emissão NF","Tipo","Causa","Observação"
"1/2/2025","30480","80380","MUNDIALMIX COMERCIO DE ALIMENTOS LTDA","PALHOCA","SC","1490924048924","F01 ICFD CS 2,50","10/22/2024","11/22/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1450622003723","F01 ICFD CS 1,85","7/13/2022","7/20/2022","Garantia Estendida","Refrigeração","EM CURTO"
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1490622191123","F01 ICFD CS 2,50","7/15/2022","7/20/2022","Garantia Estendida","Refrigeração","DESARMANDO DJUNTOR"
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1490622191623","F01 ICFD CS 2,50","7/15/2022","7/20/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1490622190023","F01 ICFD CS 2,50","7/15/2022","7/20/2022","Garantia Estendida","Refrigeração","CONTROLADOR QUEIMADO"
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1490622188123","F01 ICFD CS 2,50","7/12/2022","7/20/2022","Garantia Estendida","Refrigeração","DESRREGULADO A PROGRAMAÇÃO DE DE GELO."
"1/2/2025","30482","73926","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE","1490622190723","F01 ICFD CS 2,50","7/14/2022","7/20/2022","Garantia Estendida","Refrigeração","DESARMANDO DISJUNTOR"
"1/2/2025","30484","79757","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","VILA VELHA","ES","1471024000324","F01 ICFD CS 2,10","11/12/2024","11/12/2024","Garantia","Iluminação","LED QUEIMADA"
"1/2/2025","30484","79757","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","VILA VELHA","ES","1411024001024","F01 ICFD TS 1,85","11/12/2024","11/12/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/2/2025","30485","73716","TALIS CLEI PANDOLFI","JOAO NEIVA","ES","1410724014024","F01 ICFD TS 1,85","8/28/2024","9/4/2024","Garantia","Estrutura","VAZANDO ÁGUA"
"1/2/2025","30486","30563","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO JOSE DOS CAMPOS","SP","1471124047622","F01 ICFD CS 2,10","12/13/2024","11/13/2024","Garantia","Iluminação","LED QUEIMADA"
"1/2/2025","30486","30563","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO JOSE DOS CAMPOS","SP","1470924108122","F01 ICFD CS 2,10","10/30/2024","11/13/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/2/2025","30487","77796","DISTRIBUICAO DE ALIMENTOS VANGUARDA S.A","ALTOS","PI","1501223007225","F01 ICFD CV 2,50","1/17/2024","3/22/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500324001025","F01 ICFD CV 2,50","4/24/2024","4/3/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1420324004725","F01 ICFD TV 1,85","4/24/2024","4/3/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500324002325","F01 ICFD CV 2,50","4/26/2024","4/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500324002125","F01 ICFD CV 2,50","4/25/2024","4/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1420324004325","F01 ICFD TV 1,85","4/24/2024","4/3/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500324002225","F01 ICFD CV 2,50","4/26/2024","4/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1420324004925","F01 ICFD TV 1,85","4/25/2024","4/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500324001925","F01 ICFD CV 2,50","4/26/2024","4/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/3/2025","30488","78658","SUPERMERCADO JPA LTDA","RIO DE JANEIRO","RJ","1500225002024","F01 ICFD CV 2,50","3/13/2025","4/3/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30490","80380","MUNDIALMIX COMERCIO DE ALIMENTOS LTDA","PALHOCA","SC","1490924046824","F01 ICFD CS 2,50","10/22/2024","11/22/2024","Garantia","Refrigeração","NÃO REFRIGERA (-14°C)"
"1/3/2025","30491","80179","KOCH HIPERMERCADO S/A","JOINVILLE","SC","1470824014324","F01 ICFD CS 2,10","9/5/2024","10/3/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1450923005823","F01 ICFD CS 1,85","11/17/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1410923021623","F01 ICFD TS 1,85","11/20/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1470923046623","F01 ICFD CS 2,10","11/13/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1450923005723","F01 ICFD CS 1,85","11/17/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1450923005623","F01 ICFD CS 1,85","11/17/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1490923068623","F01 ICFD CS 2,50","11/21/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1490923068223","F01 ICFD CS 2,50","11/14/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1410923021523","F01 ICFD TS 1,85","11/20/2023","11/23/2023","Garantia Estendida","Refrigeração","ORÇAMENTO"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1490923067923","F01 ICFD CS 2,50","11/14/2023","11/23/2023","Garantia Estendida","Refrigeração","ORÇAMENTO"
"1/3/2025","30492","77300","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE","1490923067823","F01 ICFD CS 2,50","11/14/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30493","60450","SENDAS DISTRIBUIDORA S/A","SAO PAULO","SP","1450723005523","F01 ICFD CS 1,85","8/11/2023","9/25/2023","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30494","79865","COVABRA SUPERMERCADOS LTDA","RIO CLARO","SP","1470924133124","F01 ICFD CS 2,10","11/8/2024","11/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30496","80643","RMC COMERCIAL DE ALIMENTOS LTDA","NAZARIA","PI","1481024003724","F01 ICFD CV 2,10","11/25/2024","12/2/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30497","50696","LUIZ GUEDES SOBRINHO LTDA","PATOS","PB","1491024031024","F01 ICFD CS 2,50","12/9/2024","12/13/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/3/2025","30498","78609","COMERCIAL ZAFFARI LTDA","NOVO HAMBURGO","RS","1410424015624","F01 ICFD TS 1,85","7/3/2024","7/12/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/4/2025","30500","77743","MATEUS SUPERMERCADOS S.A","BARREIRINHAS","MA","1470424060623","F01 ICFD CS 2,10","5/16/2024","6/6/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30502","71189","L P MOREIRA MERCEARIA LTDA ME","BARRA DO PIRAI","RJ","210521023423","NICFD 2100C VD","7/15/2021","7/28/2021","Fora Garantia","Iluminação","LED QUEIMADA"
"1/6/2025","30504","80255","COMERCIAL NIQUINI RIBEIRO LTDA","MEDEIROS NETO","BA","1491024032424","F01 ICFD CS 2,50","11/27/2024","12/30/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30506","53238","MAGAZINE BRAGA LTDA","VIRMOND","PR","1420624006425","F01 ICFD TV 1,85","7/24/2024","8/6/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30506","53238","MAGAZINE BRAGA LTDA","VIRMOND","PR","1420624006525","F01 ICFD TV 1,85","7/24/2024","8/6/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30507","46702","ANTONIA DA SILVA PEREIRA","BOA VISTA","RR","1420224005324","F01 ICFD TV 1,85","3/21/2024","3/28/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30508","80276","MERCADO SUPER 2 LTDA","BELFORD ROXO","RJ","1421024012224","F01 ICFD TV 1,85","12/5/2024","12/3/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30508","80276","MERCADO SUPER 2 LTDA","BELFORD ROXO","RJ","1421024012124","F01 ICFD TV 1,85","12/5/2024","12/3/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30509","76663","WMS SUPEMERCADOS DO BRASIL LTDA","CURITIBA","PR","1470924026822","F01 ICFD CS 2,10","9/20/2024","9/5/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/6/2025","30510","66366","ATACADAO S.A.","SERRA TALHADA","PE","1471024080322","F01 ICFD CS 2,10","11/18/2024","11/25/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30512","78639","GARGANO COMERCIO DE PEIXES LTDA ME","GOIANIA","GO","1461124000324","F01 ICFD CV 1,85","11/29/2024","12/4/2024","Garantia","Falta de Peças","PORTA ETIQUETA (TRASEIRO)"
"1/7/2025","30513","75660","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1421123010524","F01 ICFD TV 1,85","1/20/2024","1/30/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30513","75660","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1481123021924","F01 ICFD CV 2,10","1/15/2024","1/30/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30513","75660","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1481123021624","F01 ICFD CV 2,10","1/15/2024","1/30/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30513","75660","MERCANTIL NOVA ERA LTDA","MANAUS","AM","1481123020424","F01 ICFD CV 2,10","1/15/2024","1/30/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30514","79618","MV COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","JOINVILLE","SC","1490924017624","F01 ICFD CS 2,50","10/5/2024","11/26/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30514","79618","MV COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","JOINVILLE","SC","1420824017024","F01 ICFD TV 1,85","10/11/2024","11/26/2024","Garantia","Estrutura","VIDRO LATERAL CONDENSANDO"
"1/7/2025","30516","79356","ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA","FORTALEZA","CE","1420824001725","F01 ICFD TV 1,85","9/19/2024","10/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30516","79356","ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA","FORTALEZA","CE","1420824001825","F01 ICFD TV 1,85","9/19/2024","10/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30517","79075","P C DA SILVA JUNIOR SUPERMERCADO","FRANCA","SP","1410624017925","F01 ICFD TS 1,85","8/2/2024","8/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/7/2025","30519","75526","COSTA MULTICANAL S/A","LUZIANIA","GO","1470223010423","F01 ICFD CS 2,10","3/6/2023","4/5/2023","Garantia Estendida","Estrutura","VIDRO COM RESISTENCIA EM CURTO"
"1/7/2025","30519","75526","COSTA MULTICANAL S/A","LUZIANIA","GO","1470223010523","F01 ICFD CS 2,10","3/6/2023","4/5/2023","Garantia Estendida","Estrutura","VIDRO COM RESISTENCIA EM CURTO"
"1/7/2025","30520","76827","ATACADAO S/A","VOLTA REDONDA","RJ","1470924129022","F01 ICFD CS 2,10","10/21/2024","12/13/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/8/2025","30522","70061","TENDA ATACADO S/A","UBATUBA","SP","1471024069324","F01 ICFD CS 2,10","11/25/2024","11/28/2024","Garantia","Refrigeração","NÃO REEFRIGERA"
"1/8/2025","30524","0","CARREFOUR COMERCIO E INDUSTRIA LTD","CURITIBA","PR","1470924026522","F01 ICFD CS 2,10","9/18/2024","9/5/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/8/2025","30525","61609","IRMAOS MUFFATO S.A","LONDRINA","PR","1420524006125","F01 ICFD TV 1,85","6/14/2024","7/2/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/8/2025","30526","48849","BIG MAIS SUPERMERCADOS LTDA","GOVERNADOR VALADARES","MG","1500624016824","F01 ICFD CV 2,50","8/27/2024","9/26/2024","Garantia","Refrigeração","RUIDO ALTO (COMPRESSOR)"
"1/8/2025","30526","48849","BIG MAIS SUPERMERCADOS LTDA","GOVERNADOR VALADARES","MG","1500624018524","F01 ICFD CV 2,50","8/29/2024","9/26/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/8/2025","30526","48849","BIG MAIS SUPERMERCADOS LTDA","GOVERNADOR VALADARES","MG","1500624019324","F01 ICFD CV 2,50","8/30/2024","9/26/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/9/2025","30527","80657","GRIFFO SUPERMERCADO LTDA","RIO DO SUL","SC","1480724031125","F01 ICFD CV 2,10","8/29/2024","10/14/2024","Garantia","Iluminação","LED QUEIMADA"
"1/9/2025","30529","79109","R.J. CARDINAL LTDA","CRUZEIRO DO SUL","AC","1420624020524","F01 ICFD TV 1,85","8/14/2024","8/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30531","73834","MERCADINHO PIRATININGA DE GENEROS ALIMENTICIOS LTDA","SAO BENTO DO SAPUCAI","SP","1420522007623","F01 ICFD TV 1,85","7/11/2022","7/28/2022","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"1/10/2025","30531","73834","MERCADINHO PIRATININGA DE GENEROS ALIMENTICIOS LTDA","SAO BENTO DO SAPUCAI","SP","1480522011623","F01 ICFD CV 2,10","7/11/2022","7/28/2022","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"1/10/2025","30531","73834","MERCADINHO PIRATININGA DE GENEROS ALIMENTICIOS LTDA","SAO BENTO DO SAPUCAI","SP","1480522011523","F01 ICFD CV 2,10","7/11/2022","7/28/2022","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"1/10/2025","30532","75991","COMERCIAL DE ALIMENTOS ARAUJO E SOUZA LTDA - EPP","PIACABUCU","AL","1490224039525","F01 ICFD CS 2,50","4/8/2024","4/18/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30533","30623","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO CAETANO DO SUL","SP","1470924057822","F01 ICFD CS 2,10","10/11/2024","10/23/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30533","30623","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO CAETANO DO SUL","SP","1470924057922","F01 ICFD CS 2,10","10/11/2024","10/23/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30534","80631","SUPERMERCADO COMETA LTDA","FORTALEZA","CE","1420824022824","F01 ICFD TV 1,85","10/30/2024","11/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30534","80631","SUPERMERCADO COMETA LTDA","FORTALEZA","CE","1420824023124","F01 ICFD TV 1,85","10/30/2024","11/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/10/2025","30534","80631","SUPERMERCADO COMETA LTDA","FORTALEZA","CE","1480824047624","F01 ICFD CV 2,10","10/30/2024","11/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30536","55928","WMS SUPERMERCADOS DO BRASIL LTDA","SALVADOR","BA","1470123033122","F01 ICFD CS 2,10","2/24/2023","3/6/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30536","55928","WMS SUPERMERCADOS DO BRASIL LTDA","SALVADOR","BA","1470123030522","F01 ICFD CS 2,10","2/24/2023","3/6/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30536","55928","WMS SUPERMERCADOS DO BRASIL LTDA","SALVADOR","BA","1410123010922","F01 ICFD TS 1,85","2/24/2023","3/6/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30536","55928","WMS SUPERMERCADOS DO BRASIL LTDA","SALVADOR","BA","1470123030122","F01 ICFD CS 2,10","2/24/2023","3/6/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1481124023024","F01 ICFD CV 2,10","12/17/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1420724016325","F01 ICFD TV 1,85","9/10/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1420724016125","F01 ICFD TV 1,85","9/9/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1420724016225","F01 ICFD TV 1,85","9/10/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1500724015325","F01 ICFD CV 2,50","9/10/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1500724015225","F01 ICFD CV 2,50","9/10/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1480724034525","F01 ICFD CV 2,10","9/6/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1480724034225","F01 ICFD CV 2,10","9/6/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30537","79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP","1480724034325","F01 ICFD CV 2,10","9/6/2024","9/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30538","79740","SUPERMERCADO JACOMAR LTDA","SAO JOSE DOS PINHAIS","PR","1470824102124","F01 ICFD CS 2,10","12/6/2024","12/16/2024","Garantia","Iluminação","TOMADA EM CURTO"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924086122","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924088122","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Iluminação","LED QUEIMADO"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924088722","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924088022","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924086422","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924088922","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924087522","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924088522","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924086222","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924086822","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924089322","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924087922","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30539","31222","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF","1470924089022","F01 ICFD CS 2,10","10/26/2024","11/14/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30540","76506","MATEUS SUPERMERCADOS S.A","RECIFE","PE","1471223001823","F01 ICFD CS 2,10","1/15/2024","1/23/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1500824010624","F01 ICFD CV 2,50","9/30/2024","11/9/2024","Garantia","Iluminação","FIO CORTADO DA LED"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1500824012924","F01 ICFD CV 2,50","9/30/2024","11/9/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1500824013024","F01 ICFD CV 2,50","9/30/2024","11/9/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1420824009624","F01 ICFD TV 1,85","9/25/2024","11/9/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1420824009724","F01 ICFD TV 1,85","9/25/2024","11/9/2024","Garantia","Estrutura","VIDRO CONDENSANDO"
"1/13/2025","30541","80515","MERCADO DE GUAPIMIRIM RJ LTDA","GUAPIMIRIM","RJ","1500824010224","F01 ICFD CV 2,50","9/28/2024","11/9/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30542","30253","CARREFOUR COMERCIO E INDUSTRIA LTDA","SAO PAULO","SP","1470924111622","F01 ICFD CS 2,10","10/26/2024","11/13/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30544","45782","TENDA ATACADO S.A","DIADEMA","SP","1471024075224","F01 ICFD CS 2,10","11/21/2024","11/28/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30545","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723063123","F01 ICFD CS 2,50","11/7/2023","11/23/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30545","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723063423","F01 ICFD CS 2,50","11/7/2023","11/23/2023","Garantia Estendida","Estrutura","PERFIL QUEBRADO"
"1/13/2025","30546","80046","FREGUES ALIMENTOS LTDA","LAGARTO","SE","1420624012625","F01 ICFD TV 1,85","8/6/2024","11/1/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/13/2025","30547","78527","SUPERMERCADO TAMI LTDA","GUARULHOS","SP","1420424008125","F01 ICFD TV 1,85","6/27/2024","7/8/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"1/14/2025","30548","63024","ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S.A","FRANCO DA ROCHA","SP","1490724026525","F01 ICFD CS 2,50","9/7/2024","9/16/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"1/15/2025","30553","60191","SENDAS DISTRIBUIDORA S/A","JUAZEIRO DO NORTE","CE","1490622100523","F01 ICFD CS 2,50","7/6/2022","6/13/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/15/2025","30553","60191","SENDAS DISTRIBUIDORA S/A","JUAZEIRO DO NORTE","CE","1490622101723","F01 ICFD CS 2,50","7/8/2022","6/13/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/15/2025","30554","59711","SENDAS DISTRIBUIDORA S/A","BRASILIA","DF","1490722010523","F01 ICFD CS 2,50","7/11/2022","6/21/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"1/15/2025","30554","59711","SENDAS DISTRIBUIDORA S/A","BRASILIA","DF","1410622003023","F01 ICFD TS 1,85","6/22/2022","6/21/2022","Garantia Estendida","Refrigeração","DESARMANDO DISJUNTOR"
"1/15/2025","30554","59711","SENDAS DISTRIBUIDORA S/A","BRASILIA","DF","1410622003223","F01 ICFD TS 1,85","6/22/2022","6/21/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
