"Cod.Cliente","Nome Cliente","Cidade","Estado"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"54940","JOEL DA SILVA ITAPOLIS","ITAPOLIS","SP"
"68294","F K COMERCIO DE ALIMENTOS E PARTICIPACOES LTDA","MARINGA","PR"
"74353","F K COMERCIO DE ALIMENTOS E PARTICIPACOES LTDA","MARINGA","PR"
"76356","SENDAS DISTRIBUIDORA S/A","NOVA IGUACU","RJ"
"71914","COMERCIAL ZAFFARI LTDA","NOVA SANTA RITA","RS"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"64999","COMERCIO DE ALIMENTOS BURITI VERDE LTDA","MAUA","SP"
"66218","GRUPO DE TIENDAS ASOCIADAS, SOCIEDAD ANONIMA","CIDADE DA GUATEMALA","EX"
"72702","MARCELO LUCAS DEXHEIMER CARVALHO ME","NOVO HAMBURGO","RS"
"45386","CARREFOUR COMERCIO E INDUSTRIA LTDA","GUARULHOS","SP"
"45386","CARREFOUR COMERCIO E INDUSTRIA LTDA","GUARULHOS","SP"
"52634","SUPERMERCADO DO SOL LTDA","TABULEIRO DO NORTE","CE"
"52634","SUPERMERCADO DO SOL LTDA","TABULEIRO DO NORTE","CE"
"77533","NOVO LAR SUPERMERCADO LTDA","GUARULHOS","SP"
"28319","SUPERMERCADO 88 LTDA","LONDRINA","PR"
"28319","SUPERMERCADO 88 LTDA","LONDRINA","PR"
"28319","SUPERMERCADO 88 LTDA","LONDRINA","PR"
"79681","SENDAS DISTRIBUIDORA S/A","GUARUJA","SP"
"79681","SENDAS DISTRIBUIDORA S/A","GUARUJA","SP"
"79681","SENDAS DISTRIBUIDORA S/A","GUARUJA","SP"
"79681","SENDAS DISTRIBUIDORA S/A","GUARUJA","SP"
"77323","MAGNIFIKA COMERCIO DE ALIMENTOS LTDA","SALVADOR","BA"
"80475","MERCADO PRO DE HONORIO EIRELI","RIO DE JANEIRO","RJ"
"80475","MERCADO PRO DE HONORIO EIRELI","RIO DE JANEIRO","RJ"
"80475","MERCADO PRO DE HONORIO EIRELI","RIO DE JANEIRO","RJ"
"80440","COVABRA SUPERMERCADOS LTDA","INDAIATUBA","SP"
"80440","COVABRA SUPERMERCADOS LTDA","INDAIATUBA","SP"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"73755","SENDAS DISTRIBUIDORA S/A","BRASILIA","DF"
"80678","SUPERMERCADOS DB LTDA","MANAUS","AM"
"81110","GO JAPA FOOD LTDA","LONDRINA","PR"
"80017","TORRE E CIA SUPERMERCADOS S A","NOVA IGUACU","RJ"
"80017","TORRE E CIA SUPERMERCADOS S A","NOVA IGUACU","RJ"
"80017","TORRE E CIA SUPERMERCADOS S A","NOVA IGUACU","RJ"
"80017","TORRE E CIA SUPERMERCADOS S A","NOVA IGUACU","RJ"
"61488","DISTRIBUIDORA ATACADISTA DE ALIMENTOS CIRCUITO LTDA","COLOMBO","PR"
"54781","MAIOLINI SUPERMERCADO GOURMET LTDA","VARGINHA","MG"
"54781","MAIOLINI SUPERMERCADO GOURMET LTDA","VARGINHA","MG"
"81112","BARROS COMERCIO LTDA","MACEIO","AL"
"63052","J A GOMES COMERCIO VAREJISTA DE CARNES EIRELI","SALVADOR","BA"
"55835","AUTO SERVICO PEIXOTO LTDA","SERRA","ES"
"55835","AUTO SERVICO PEIXOTO LTDA","SERRA","ES"
"78991","CASAFRUTI DAS AMERICAS LTDA","RIO DE JANEIRO","RJ"
"78991","CASAFRUTI DAS AMERICAS LTDA","RIO DE JANEIRO","RJ"
"79715","SDB COMERCIO DE ALIMENTOS LTDA","LAGES","SC"
"79715","SDB COMERCIO DE ALIMENTOS LTDA","LAGES","SC"
"79405","CEMA CENTRAL MINEIRA ATACADISTA LTDA","LAVRAS","MG"
"79405","CEMA CENTRAL MINEIRA ATACADISTA LTDA","LAVRAS","MG"
"79405","CEMA CENTRAL MINEIRA ATACADISTA LTDA","LAVRAS","MG"
"80373","SDB COMERCIO DE ALIMENTOS LTDA","PENHA","SC"
"80373","SDB COMERCIO DE ALIMENTOS LTDA","PENHA","SC"
"79628","DANIELE AZEVEDO PINHEIRO","FOZ DO IGUACU","PR"
"79628","DANIELE AZEVEDO PINHEIRO","FOZ DO IGUACU","PR"
"77932","ARMAZEM EXPRESS LTDA","GOIANIA","GO"
"53328","EMISE SUPERMERCADO LTDA","NOVA IGUACU","RJ"
"79798","COOPERATIVA DE PRODUÇAO E ABASTECIMENTO DO VALE DO ITAJAI - COOPER","JARAGUA DO SUL","SC"
"79798","COOPERATIVA DE PRODUÇAO E ABASTECIMENTO DO VALE DO ITAJAI - COOPER","JARAGUA DO SUL","SC"
"79798","COOPERATIVA DE PRODUÇAO E ABASTECIMENTO DO VALE DO ITAJAI - COOPER","JARAGUA DO SUL","SC"
"79798","COOPERATIVA DE PRODUÇAO E ABASTECIMENTO DO VALE DO ITAJAI - COOPER","JARAGUA DO SUL","SC"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"79307","TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA","PETROPOLIS","RJ"
"80258","SUPERMERCADOS ADONAI LTDA","RIO DE JANEIRO","RJ"
"80258","SUPERMERCADOS ADONAI LTDA","RIO DE JANEIRO","RJ"
"80258","SUPERMERCADOS ADONAI LTDA","RIO DE JANEIRO","RJ"
"80258","SUPERMERCADOS ADONAI LTDA","RIO DE JANEIRO","RJ"
"77208","SENDAS DISTRIBUIDORA S/A","CUIABA","MT"
"75365","SUPERMERCADO MAE RAINHA LTDA","ITAPAGE","CE"
"78169","MATEUS SUPERMERCADOS S.A","RECIFE","PE"
"80668","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"80668","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"80668","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"76106","SENDAS DISTRIBUIDORA S/A","NITEROI","RJ"
"76106","SENDAS DISTRIBUIDORA S/A","NITEROI","RJ"
"76106","SENDAS DISTRIBUIDORA S/A","NITEROI","RJ"
"58970","ATACADAO S/A","VILHENA","RO"
"58970","ATACADAO S/A","VILHENA","RO"
"58970","ATACADAO S/A","VILHENA","RO"
"58970","ATACADAO S/A","VILHENA","RO"
"46470","IRMAOS MUFFATO S.A","SAO JOSE DOS PINHAIS","PR"
"46470","IRMAOS MUFFATO S.A","SAO JOSE DOS PINHAIS","PR"
"46470","IRMAOS MUFFATO S.A","SAO JOSE DOS PINHAIS","PR"
"46470","IRMAOS MUFFATO S.A","SAO JOSE DOS PINHAIS","PR"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"43068","ARTUR COLZANI","BRUSQUE","SC"
"48072","DISTRIBUIDORA DE BEBIDAS MAITAN LTDA","OURINHOS","SP"
"77707","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE"
"77707","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","RECIFE","PE"
"72328","DOM ATACAREJO S.A","MACAE","RJ"
"80259","COMPANHIA ZAFFARI COMERCIO E INDUSTRIA","PORTO ALEGRE","RS"
"80259","COMPANHIA ZAFFARI COMERCIO E INDUSTRIA","PORTO ALEGRE","RS"
"80259","COMPANHIA ZAFFARI COMERCIO E INDUSTRIA","PORTO ALEGRE","RS"
"79348","SUPER SAO JOAO SUPERMERCADOS LTDA","UMUARAMA","PR"
"63350","SENDAS DISTRIBUIDORA S/A","GARANHUNS","PE"
"80758","WMS SUPERMERCADOS DO BRASIL LTDA","JOAO PESSOA","PB"
"80758","WMS SUPERMERCADOS DO BRASIL LTDA","JOAO PESSOA","PB"
"59119","SENDAS DISTRIBUIDORA S/A","SAO PAULO","SP"
"59119","SENDAS DISTRIBUIDORA S/A","SAO PAULO","SP"
"78111","SUPERMERCADO KI-BOCADA LTDA","PARAOPEBA","MG"
"62010","SUPER VAREJAO RIBEIRAO LTDA","RIBEIRAO PRETO","SP"
"70634","ROMA PLUS LTDA","CONTAGEM","MG"
"80429","SUPERVIZA SUPERMERCADOS LTDA","SANTA CECILIA","SC"
"80429","SUPERVIZA SUPERMERCADOS LTDA","SANTA CECILIA","SC"
"80429","SUPERVIZA SUPERMERCADOS LTDA","SANTA CECILIA","SC"
"59688","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S.A","BELO HORIZONTE","MG"
"59688","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S.A","BELO HORIZONTE","MG"
"57518","SUPERMERCADO PALMITAL LTDA","PALMITAL","SP"
"45621","ATACADAO S/A","MOSSORO","RN"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"68343","WMS SUPERMERCADOS DO BRASIL LTDA","ITAPARICA","BA"
"59688","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S.A","BELO HORIZONTE","MG"
"59688","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S.A","BELO HORIZONTE","MG"
"77281","SUPERMERCADOS BH COMERCIO DE ALIMENTOS SA","UBERLANDIA","MG"
"74241","SENDAS DISTRIBUIDORA S/A","SALVADOR","BA"
"80221","MINI MERCADO MIRANTE LTDA","SAO GOTARDO","MG"
"71906","POSTERUS SUPERMERCADOS LTDA","COLINAS","MA"
"77791","SUPERMERCADO SOLIAS LTDA","BERNARDINO DE CAMPOS","SP"
"62677","RESERVA CASA DE CARNES LTDA","CONTAGEM","MG"
"80422","SUPERMERCADO JAPERI LTDA","JAPERI","RJ"
"79074","COMERCIAL DE ALIMENTOS CRISTAL ABC LTDA","CIDADE OCIDENTAL","GO"
"79074","COMERCIAL DE ALIMENTOS CRISTAL ABC LTDA","CIDADE OCIDENTAL","GO"
"81245","SUPERMERCADOS ADONAI LTDA","RIO DE JANEIRO","RJ"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"58291","SP BRASIL ATACADO E VAREJO DE GEN ALIM LTDA","GUARULHOS","SP"
"76874","MERCEARIA NOVA OPCAO 2018 EIRELI","RIO DE JANEIRO","RJ"
"79118","MASTER ATS SUPERMERCADOS LTDA","XANXERE","SC"
"76653","SENDAS DISTRIBUIDORA S.A","RECIFE","PE"
"76631","ADICAO DISTRIBUICAO EXPRESS S/A","PARAISOPOLIS","MG"
"80156","COSTAZUL ALIMENTOS LTDA","RIO DAS OSTRAS","RJ"
"80156","COSTAZUL ALIMENTOS LTDA","RIO DAS OSTRAS","RJ"
"73093","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"53354","COLINA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA","MARABA","PA"
"77535","COSTA MULTICANAL S/A","GOIANIA","GO"
"61307","I C OTTE MONTEIRO SUPERMERCADO LTDA - ME","MACAE","RJ"
"73692","CWB COMERCIO DE ARMARINHOS EIRELI ME","CURITIBA","PR"
"52065","SILVIERI SUPERMERCADOS LTDA","TREZE DE MAIO","SC"
"78199","PAX SUPERMERCADOS LTDA","RIO DE JANEIRO","RJ"
"78199","PAX SUPERMERCADOS LTDA","RIO DE JANEIRO","RJ"
"78199","PAX SUPERMERCADOS LTDA","RIO DE JANEIRO","RJ"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"60957","SORRINORTE SUPERMERCADOS LTDA - EPP","SORRISO","MT"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"81305","E FERNANDES PINHEIRO LTDA","JOAO CAMARA","RN"
"69532","ROBSON FELIPE PEIXARIA","BALNEARIO CAMBORIU","SC"
"74713","SENDAS DISTRIBUIDORA S.A","RIBEIRAO PRETO","SP"
"81284","STANGHERLIN SUPERMERCADOS LTDA","SANTA MARIA","RS"
"67174","CENTER SUL COMERCIO E DISTRIBUIÇÃO EIRELI","UNIÃO DA VITÓRIA","PR"
"60239","PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79405","CEMA CENTRAL MINEIRA ATACADISTA LTDA","LAVRAS","MG"
"81290","SUPERMERCADO GUARA LTDA","FORTALEZA","CE"
"77820","SENDAS DISTRIBUIDORA S/A","VITORIA","ES"
"77820","SENDAS DISTRIBUIDORA S/A","VITORIA","ES"
"79451","ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA","FORTALEZA","CE"
"77262","CEREAIS BRAMIL LTDA","PARAIBA DO SUL","RJ"
"79366","CASAFRUTI DAS AMERICAS LTDA","ARARUAMA","RJ"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG"
"69176","ATLAS DE IGUACU DISTRIBUIDORA DE ALIMENTOS LTDA","PARACAMBI","RJ"
"48233","COMPRARBEM LTDA - ME","MACEIO","AL"
"70053","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"80915","COMERCIO DE CARNES R.FARIA LTDA","SAO JOSE DOS CAMPOS","SP"
"80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"80159","MATEUS SUPERMERCADOS S.A","ROSARIO","MA"
"80159","MATEUS SUPERMERCADOS S.A","ROSARIO","MA"
"80651","COMERCIAL REIS LTDA","SANTA HELENA DE GOIAS","GO"
"80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ"
"80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ"
"80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ"
"80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ"
"80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ"
"77120","SENDAS DISTRIBUIDORA S/A","MACAPA","AP"
"80927","CEREAIS CALEGARIO LTDA","CACHOEIRO DE ITAPEMIRIM","ES"
"80678","SUPERMERCADOS DB LTDA","MANAUS","AM"
"80678","SUPERMERCADOS DB LTDA","MANAUS","AM"
"80678","SUPERMERCADOS DB LTDA","MANAUS","AM"
"79604","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"65155","SENDAS DISTRIBUIDORA S/A","CAMPO GRANDE","MS"
"80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR"
"80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR"
"59261","MAIS LIDER SUPERMERCADO LTDA","XINGUARA","PA"
"64791","PRECO CERTO SUPERMERCADO LIMITADA","RONDONOPOLIS","MT"
"77601","TAUSTE SUPERMERCADOS LTDA","CAMPINAS","SP"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"79225","SUPERMERCADOS MAMBO LTDA","SAO PAULO","SP"
"79997","COMERCIO DE CARNES R. FARIA LTDA","SAO JOSE DOS CAMPOS","SP"
"45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP"
"46002","TENDA ATACADO S.A","JACAREI","SP"
"68624","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","BELO HORIZONTE","MG"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"81419","PINHEIRO E SANTOS LTDA","GUARAI","TO"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA"
"81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA"
"81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA"
"45188","CARREFOUR COMERCIO E INDUSTRIA LTDA","GRAVATAI","RS"
"31591","CASA VISCARDI S/A COMERCIO E IMPORTACAO","LONDRINA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR"
"79118","MASTER ATS SUPERMERCADOS LTDA","XANXERE","SC"
"77119","SENDAS DISTRIBUIDORA S/A","SAO PAULO","SP"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR"
"81381","ATACADAO HORTIFRUTI ITAGUAI LTDA","ITAGUAÍ","RJ"
"77982","LOPES SUPERMERCADOS LTDA","ANDRADINA","SP"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG"
"79134","SDB COMERCIO DE ALIMENTOS LTDA","RIO DO SUL","SC"
"80449","KOCH HIPERMERCADO S.A","SAO FRANCISCO DO SUL","SC"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"73927","SENDAS DISTRIBUIDORA S.A","BELO HORIZONTE","MG"
"73927","SENDAS DISTRIBUIDORA S.A","BELO HORIZONTE","MG"
"80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR"
"80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR"
"80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR"
"79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ"
"79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ"
"79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"72708","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","MONTES CLAROS","MG"
"76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp"
"76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp"
"76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp"
"76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp"
"77944","SDB COMERCIO DE ALIMENTOS LTDA","NOVO HAMBURGO","RS"
"66334","SUPERMERCADO ECONOMICO JJ LTDA","SAO GONÇALO","RJ"
"80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE"
"80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE"
"80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE"
"79020","ATACAREJO DE ALIMENTOS IDEAL CAMARAGIBE LTDA","CAMARAGIBE","PE"
"78228","A & E SUPERMERCADO LTDA","SALVADOR","BA"
"78228","A & E SUPERMERCADO LTDA","SALVADOR","BA"
"78228","A & E SUPERMERCADO LTDA","SALVADOR","BA"
"79139","WMS SUPERMERCADOS DO BRASIL LTDA","VALPARAISO DE GOIAS","GO"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR"
"75445","DRIFT COMERCIO DE ALIMENTOS S.A","SERRA","ES"
"75445","DRIFT COMERCIO DE ALIMENTOS S.A","SERRA","ES"
"75445","DRIFT COMERCIO DE ALIMENTOS S.A","SERRA","ES"
"75445","DRIFT COMERCIO DE ALIMENTOS S.A","SERRA","ES"
"78982","CEMA CENTRAL MINEIRA ATACADISTA LTDA","PARACATU","MG"
"70761","COMERCIAL ZAFFARI LTDA","PORTO ALEGRE","RS"
"70761","COMERCIAL ZAFFARI LTDA","PORTO ALEGRE","RS"
"70761","COMERCIAL ZAFFARI LTDA","PORTO ALEGRE","RS"
