"Cod.Cliente","Nome Cliente","Cidade","Estado"
"78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP"
"78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP"
"78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP"
"78756","5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA","SANTO ANDRE","SP"
"79654","MART MINAS DISTRIBUIÇAO LTDA","BETIM","MG"
"79654","MART MINAS DISTRIBUIÇAO LTDA","BETIM","MG"
"77969","PAULO MEDEIROS JUNIOR SUPERMERCADO","BURITIZAL","SP"
"79439","D FAMILIA SUPERMERCADO LTDA","PARAISO DO TOCANTINS","TO"
"73798","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","BRASILIA DE MINAS","MG"
"80455","GAMA COMERCIAL LTDA","BRASILIA","DF"
"80455","GAMA COMERCIAL LTDA","BRASILIA","DF"
"62523","RTJ SOARES LTDA","ITAGUAI","RJ"
"62523","RTJ SOARES LTDA","ITAGUAI","RJ"
"62523","RTJ SOARES LTDA","ITAGUAI","RJ"
"62523","RTJ SOARES LTDA","ITAGUAI","RJ"
"80833","MELHOR PREÇO DISTRIBUIDORA D ALIMENTOS LTDA","BELEM","PA"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"74672","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE"
"79122","GIASSI & CIA LTDA","CRICIUMA","SC"
"58639","MERCEARIA 6 ESTRELAS LTDA","SAO GONCALO","RJ"
"58639","MERCEARIA 6 ESTRELAS LTDA","SAO GONCALO","RJ"
"78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR"
"78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR"
"78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR"
"78532","ANDERSON BITTENCOURT SUPERMERCADO","NOVA LARANJEIRAS","PR"
"79133","COSTA MULTICANAL S/A","SENADOR CANEDO","GO"
"79133","COSTA MULTICANAL S/A","SENADOR CANEDO","GO"
"80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE"
"75453","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","ESPINOSA","MG"
"79858","SDB COMERCIO DE ALIMENTOS LTDA","SANTA CRUZ DO SUL","RS"
"77016","SENDAS DISTRIBUIDORA S.A","NATAL","RN"
"77016","SENDAS DISTRIBUIDORA S.A","NATAL","RN"
"59590","SCHMACHTENBERG E CIA LTDA","CACHOEIRA DO SUL","RS"
"66280","SUPERMERCADOS MAMBO LTDA","SAO PAULO","SP"
"30276","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"30276","CASAS GUANABARA COMESTIVEIS LTDA","RIO DE JANEIRO","RJ"
"77310","S. A ATACADISTA DE ALIMENTOS LTDA","VALPARAISO DE GOIAS","GO"
"77310","S. A ATACADISTA DE ALIMENTOS LTDA","VALPARAISO DE GOIAS","GO"
"78893","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","PATOS DE MINAS","MG"
"78893","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","PATOS DE MINAS","MG"
"79269","ATACADAO DIA A DIA S.A","BRASILIA","DF"
"50188","ABASTECEDORA GRAO DA SERRA LTDA","TERESOPOLIS","RJ"
"64821","MERCADOS BRAGA LTDA","RIO DE JANEIRO","RJ"
"79566","SUPERMERCADO ESTRELA DE REGENTE FEIJO LTDA","PRESIDENTE PRUDENTE","SP"
"79566","SUPERMERCADO ESTRELA DE REGENTE FEIJO LTDA","PRESIDENTE PRUDENTE","SP"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"55055","IRMAOS MUFFATO S.A","LONDRINA","PR"
"80078","SDB COMERCIO DE ALIMENTOS LTDA","FLORIANOPOLIS","SC"
"80078","SDB COMERCIO DE ALIMENTOS LTDA","FLORIANOPOLIS","SC"
"80078","SDB COMERCIO DE ALIMENTOS LTDA","FLORIANOPOLIS","SC"
"80078","SDB COMERCIO DE ALIMENTOS LTDA","FLORIANOPOLIS","SC"
"76570","SUPERMERCADO SAO FRANCISCO DE FARTURA LTDA","FARTURA","SP"
"76570","SUPERMERCADO SAO FRANCISCO DE FARTURA LTDA","FARTURA","SP"
"76570","SUPERMERCADO SAO FRANCISCO DE FARTURA LTDA","FARTURA","SP"
"74276","MANFROI SUPERMERCADOS LTDA","PATO BRANCO","PR"
"74276","MANFROI SUPERMERCADOS LTDA","PATO BRANCO","PR"
"73925","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE"
"73925","SENDAS DISTRIBUIDORA S.A","FORTALEZA","CE"
"55608","ENXUTO SUPERMERCADOS LTDA","CAMPINAS","SP"
"55608","ENXUTO SUPERMERCADOS LTDA","CAMPINAS","SP"
"80156","COSTAZUL ALIMENTOS LTDA","RIO DAS OSTRAS","RJ"
"68941","MERCEARIA NOVA OPCAO 2018 EIRELI","RIO DE JANEIRO","RJ"
"65516","SDB COMERCIO DE ALIMENTOS LTDA","CAMPO GRANDE","MS"
"78111","SUPERMERCADO KI-BOCADA LTDA","PARAOPEBA","MG"
"80511","JANSEN ATHOS DE PAULA NUNES","PEDRA AZUL","MG"
"76230","ELIANE GOMES DE HOLANDA COSTA - ME","ESTRELA DE ALAGOAS","AL"
"65980","COMERCIAL ALIMENTICIA ZAMPROGNA LTDA","CURITIBA","PR"
"65980","COMERCIAL ALIMENTICIA ZAMPROGNA LTDA","CURITIBA","PR"
"65980","COMERCIAL ALIMENTICIA ZAMPROGNA LTDA","CURITIBA","PR"
"47474","EMPORIUM NORTE NORDESTE LTDA","PORTO VELHO","RO"
"80308","A. ANGELONI & CIA. LTDA","JOINVILLE","SC"
"80308","A. ANGELONI & CIA. LTDA","JOINVILLE","SC"
"80308","A. ANGELONI & CIA. LTDA","JOINVILLE","SC"
"80886","SUPERMERCADOS BARCELON LTDA","CONTENDA","PR"
"80886","SUPERMERCADOS BARCELON LTDA","CONTENDA","PR"
"80886","SUPERMERCADOS BARCELON LTDA","CONTENDA","PR"
"80789","SUPERMERCADO SERVE TODOS PIRAJUI LTDA","BAURU","SP"
"80789","SUPERMERCADO SERVE TODOS PIRAJUI LTDA","BAURU","SP"
"79063","COMERCIAL SUPERKIBARATO SANTA RITA LTDA","NOVA IGUACU","RJ"
"79430","MERCADAO DE CARNES SR JESUS CRISTO LTDA","DIAS D'AVILA","BA"
"79430","MERCADAO DE CARNES SR JESUS CRISTO LTDA","DIAS D'AVILA","BA"
"57105","EVANDRO MARINI LTDA","ELDORADO","MS"
"57105","EVANDRO MARINI LTDA","ELDORADO","MS"
"80001","ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA","FORTALEZA","CE"
"73498","COMPANHIA BRASILEIRA DE DISTRIBUICAO","SAO PAULO","SP"
"73498","COMPANHIA BRASILEIRA DE DISTRIBUICAO","SAO PAULO","SP"
"79502","SUPERMERCADO VIEIRA DIAS DA SILVA DE BAURU LTDA","DUARTINA","SP"
"77941","NICOLAU MAX SUPERMERCADO LTDA","PIRAJU","SP"
"77941","NICOLAU MAX SUPERMERCADO LTDA","PIRAJU","SP"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"52562","KOCH HIPERMERCADO S/A","ITAPEMA","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC"
"63532","J A GOMES COMERCIO VAREJISTA DE CARNES EIRELI","SALVADOR","BA"
"49266","SUPERMERCADOS BARCELON LTDA","LAPA","PR"
"49266","SUPERMERCADOS BARCELON LTDA","LAPA","PR"
"59205","SENDAS DISTRIBUIDORA S/A","ITAQUAQUECETUBA","SP"
"45782","TENDA ATACADO S.A","DIADEMA","SP"
"31653","SUPERMERCADO SANTAREM LTDA","LONDRINA","PR"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"77212","CEMA CENTRAL MINEIRA ATACADISTA LTDA","GOIANIA","GO"
"49021","CASAS GUANABARA COMESTIVEIS LTDA","NITEROI","RJ"
"71545","JUBA SUPERMERCADOS LTDA","RIO BRANCO","MT"
"76107","IRMAOS DALAQUA & CIA LTDA","SANTO ANTONIO DA PLATINA","PR"
"76107","IRMAOS DALAQUA & CIA LTDA","SANTO ANTONIO DA PLATINA","PR"
"76107","IRMAOS DALAQUA & CIA LTDA","SANTO ANTONIO DA PLATINA","PR"
"76107","IRMAOS DALAQUA & CIA LTDA","SANTO ANTONIO DA PLATINA","PR"
"76107","IRMAOS DALAQUA & CIA LTDA","SANTO ANTONIO DA PLATINA","PR"
"73760","SENDAS DISTRIBUIDORA S/A","SANTOS","SP"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"79843","WMS SUPERMERCADOS DO BRASIL LTDA","JABOATAO DOS GUARARAPES","PE"
"78773","KAMEL MEGA MIX SUPERMERCADOS LTDA","ARAXA","MG"
"79873","ATACADAO DIA A DIA S.A","BRASILIA","DF"
"62163","COMPANHIA BRASILEIRA DE DISTRIBUICAO","CABO FRIO","RJ"
"62163","COMPANHIA BRASILEIRA DE DISTRIBUICAO","CABO FRIO","RJ"
"31507","COOP PROD E ABASTECIMENTO VALE DO ITAJAI- COOPER","BLUMENAU","SC"
"31507","COOP PROD E ABASTECIMENTO VALE DO ITAJAI- COOPER","BLUMENAU","SC"
"73315","SENDAS DISTRIBUIDORA S.A","IPATINGA","MG"
"46214","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"46214","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"46214","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"46214","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"78827","SENDAS DISTRIBUIDORA S/A","GUARULHOS","SP"
"78827","SENDAS DISTRIBUIDORA S/A","GUARULHOS","SP"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"45434","ATACADAO S/A","RIO DE JANEIRO","RJ"
"76606","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","CABEDELO","PB"
"76606","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","CABEDELO","PB"
"76606","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","CABEDELO","PB"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"79694","SUPERMERCADOS VIANENSE LTDA","RIO DE JANEIRO","RJ"
"77310","S. A ATACADISTA DE ALIMENTOS LTDA","VALPARAISO DE GOIAS","GO"
"79224","KAROLINY SANTOS LIMA MERCADO","PORTO RICO","PR"
"76050","SENDAS DISTRIBUIDORA S/A","SAO LUIS","MA"
"76050","SENDAS DISTRIBUIDORA S/A","SAO LUIS","MA"
"76050","SENDAS DISTRIBUIDORA S/A","SAO LUIS","MA"
"76050","SENDAS DISTRIBUIDORA S/A","SAO LUIS","MA"
"76050","SENDAS DISTRIBUIDORA S/A","SAO LUIS","MA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"79147","MATEUS SUPERMERCADOS S.A","ILHEUS","BA"
"78952","FONSECA SUPERMERCADO LTDA","MOCOCA","SP"
"75973","SUPERMERCADOS BH COMERCIO DE ALIMENTOS LTDA","RIO CASCA","MG"
"61468","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"79827","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ"
"77178","MATEUS SUPERMERCADOS S.A","FORTALEZA","CE"
"79109","R.J. CARDINAL LTDA","CRUZEIRO DO SUL","AC"
"78297","IRMAOS TROYANO LTDA","DRACENA","SP"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"68777","SUPERMERCADO RIO SUL GRAMACHO LTDA","DUQUE DE CAXIAS","RJ"
"79534","COMPANHIA SULAMERICANA DE DISTRIBUIÇAO","JOSE BONIFACIO","SP"
"80142","SUPERMERCADO MAE RAINHA LTDA","PARAIPABA","CE"
"66529","JAIR VIENA ROCHA AREIOPOLIS","AREIOPOLIS","SP"
"80372","V M M COMERCIAL LTDA","BELO HORIZONTE","MG"
"76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ"
"77432","KOCH HIPERMERCADO S.A","IMBITUBA","SC"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"79135","SDB COMERCIO DE ALIMENTOS LTDA","SAO BERNARDO DO CAMPO","SP"
"79955","COMERCIAL THALYTA LTDA","APARECIDA","PB"
"61006","SENDAS DISTRIBUIDORA S/A","NILOPOLIS","RJ"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"79562","COMERCIAL ZAFFARI LTDA","CANOAS","RS"
"53939","SUPERMERCADOS VIANENSE LTDA","NOVA IGUACU","RJ"
"53939","SUPERMERCADOS VIANENSE LTDA","NOVA IGUACU","RJ"
"53939","SUPERMERCADOS VIANENSE LTDA","NOVA IGUACU","RJ"
"53939","SUPERMERCADOS VIANENSE LTDA","NOVA IGUACU","RJ"
"79918","PANORAMA TINTAS LTDA","TOLEDO","PR"
"31573","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"31573","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"31573","CARREFOUR COMERCIO E INDUSTRIA LTDA","BRASILIA","DF"
"67670","EMPORIO PRATIKO COMERCIO DE ALIMENTOS LTDA","GOIANIA","GO"
"67670","EMPORIO PRATIKO COMERCIO DE ALIMENTOS LTDA","GOIANIA","GO"
"67670","EMPORIO PRATIKO COMERCIO DE ALIMENTOS LTDA","GOIANIA","GO"
"67670","EMPORIO PRATIKO COMERCIO DE ALIMENTOS LTDA","GOIANIA","GO"
"80569","DOM ATACAREJO S.A.","RIO DE JANEIRO","RJ"
"80569","DOM ATACAREJO S.A.","RIO DE JANEIRO","RJ"
"80569","DOM ATACAREJO S.A.","RIO DE JANEIRO","RJ"
"80569","DOM ATACAREJO S.A.","RIO DE JANEIRO","RJ"
"79836","GRUPO FARTURA DE HORTIFRUT S.A.","SAO PAULO","SP"
"73767","SENDAS DISTRIBUIDORA S/A","TERESINA","PI"
"73767","SENDAS DISTRIBUIDORA S/A","TERESINA","PI"
"79842","WMS SUPERMERCADOS DO BRASIL LTDA","BELFORD ROXO","RJ"
"79842","WMS SUPERMERCADOS DO BRASIL LTDA","BELFORD ROXO","RJ"
"79842","WMS SUPERMERCADOS DO BRASIL LTDA","BELFORD ROXO","RJ"
"77952","MATEUS SUPERMERCADOS S.A","JOAO PESSOA","PB"
"49763","IRMAOS MUFFATO S.A","CAMBE","PR"
"49763","IRMAOS MUFFATO S.A","CAMBE","PR"
"58158","SERRANO AUTO-SERVICO LTDA","COTIA","SP"
"62859","COMERCIAL KEYPAR REPRES E SUPERMERCADOS LTDA","ARUJA","SP"
"30555","CARREFOUR COMERCIO E INDUSTRIA LTDA","CAXIAS DO SUL","RS"
"79878","BRASIL SUPER SUPERMERCADO LTDA","CANTAGALO","PR"
"53238","MAGAZINE BRAGA LTDA","VIRMOND","PR"
"75817","JJ COMERCIO DE FRIOS LTDA","CAMPO GRANDE","MS"
"45213","IRMAOS GONÇALVES COMERCIO E INDUSTRIA LTDA","PORTO VELHO","RO"
"78148","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","OLINDA","PE"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"65150","SUPERMERCADO POPULAR LTDA ME","RUBIATABA","GO"
"77676","MATEUS SUPERMERCADO S.A.","MARITUBA","PA"
"77676","MATEUS SUPERMERCADO S.A.","MARITUBA","PA"
"77676","MATEUS SUPERMERCADO S.A.","MARITUBA","PA"
"77676","MATEUS SUPERMERCADO S.A.","MARITUBA","PA"
"32263","MERCADO LISANDRA LTDA","CRICIUMA","SC"
"32263","MERCADO LISANDRA LTDA","CRICIUMA","SC"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ"
"44328","SUPERMERCADO COMETA LTDA","FORTALEZA","CE"
"44328","SUPERMERCADO COMETA LTDA","FORTALEZA","CE"
"80169","MATEUS SUPERMERCADOS S.A.","ANANINDEUA","PA"
"45137","IRMAOS MUFFATO S.A","FOZ DO IGUACU","PR"
"45137","IRMAOS MUFFATO S.A","FOZ DO IGUACU","PR"
"78610","COMERCIAL ZAFFARI LTDA","SAO LEOPOLDO","RS"
"50439","COMERCIAL SANTA ISABEL LTDA","RESENDE","RJ"
"80700","DNA BRASIL COMERCIO DE ALIMENTOS LTDA","CAMPINAS","SP"
"77375","MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA","SAO PAULO","SP"
"77375","MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA","SAO PAULO","SP"
"77485","SUPER VAREJAO CENOURAO LTDA","RIBEIRAO PRETO","SP"
"73924","SENDAS DISTRIBUIDORA S.A","BRASILIA","DF"
"76655","SENDAS DISTRIBUIDORA S.A","RIO DE JANEIRO","RJ"
"80380","MUNDIALMIX COMERCIO DE ALIMENTOS LTDA","PALHOCA","SC"
"65538","SILVA E BARBOSA COM DE ALIMENTOS LTDA","SAO PAULO","SP"
"80881","DISTRIBUIDORA DE ALIMENTOS FARTURA S.A.","JUAZEIRO DO NORTE","CE"
"28319","SUPERMERCADO 88 LTDA","LONDRINA","PR"
"79663","FHE FERREIRA COMERCIO DE PRODUTOS ALIMENTICIOS E SERVICOS LTDA","SAO JOSE DOS CAMPOS","SP"
"44328","SUPERMERCADO COMETA LTDA","FORTALEZA","CE"
"44328","SUPERMERCADO COMETA LTDA","FORTALEZA","CE"
"80222","SUPERMERCADO LUZERNA LTDA","LUZERNA","SC"
"29315","WMS SUPERMERCADOS DO BRASIL LTDA","VIAMAO","RS"
"74505","UILLIAN MARQUES DA SILVA 02543416161","RIBAS DO RIO PARDO","MS"
"52159","MERCADINHO IPANEMA LTDA","MAIRIPORA","SP"
"52159","MERCADINHO IPANEMA LTDA","MAIRIPORA","SP"
"52159","MERCADINHO IPANEMA LTDA","MAIRIPORA","SP"
"52159","MERCADINHO IPANEMA LTDA","MAIRIPORA","SP"
"79455","SERGIO CLEMENTE FERREIRA JUNIOR LTDA","TAQUARITINGA","SP"
"55055","IRMAOS MUFFATO S.A","LONDRINA","PR"
"66218","GRUPO DE TIENDAS ASOCIADAS, SOCIEDAD ANONIMA","CIDADE DA GUATEMALA","EX"
"66218","GRUPO DE TIENDAS ASOCIADAS, SOCIEDAD ANONIMA","CIDADE DA GUATEMALA","EX"
"80935","SUPERMERCADO ADONAI LTDA","RIO DE JANEIRO","RJ"
"71414","SERVE BEM MAX SUPERMERCADOS LTDA","CERQUEIRA CESAR","SP"
"49393","BISTEK SUPERMERCADOS LTDA","SAO JOSE","SC"
"76336","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","VARGINHA","MG"
"76336","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","VARGINHA","MG"
"68615","EMPORIO FERNANDES CARNES NOBRES E ROTISSERIE LTDA","SAO PAULO","SP"
"29894","WANDERLEY F. DOS SANTOS & CIA LTDA","LONDRINA","PR"
"29894","WANDERLEY F. DOS SANTOS & CIA LTDA","LONDRINA","PR"
"79518","ATACADO SANTO ANTONIO LTDA","SANTO ANTONIO","RN"
"79171","NOVO ATACADO COMERCIO DE ALIMENTOS LTDA","CAMARAGIBE","PE"
"80421","MART MINAS DISTRIBUIÇAO LTDA","JANUARIA","MG"
"58456","MERCEARIA ESTRELA DA PRIMAVERA LTDA EPP","DUQUE DE CAXIAS","RJ"
"49780","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"49780","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"49780","SONDA SUPERMERCADOS EXPORTAÇAO E IMPORTAÇAO S.A.","SAO PAULO","SP"
"70797","SUPERBOX S.A - SAN JOSÉ","ASSUNCION","EX"
"76865","SENDAS DISTRIBUIDORA S/A","MOSSORO","RN"
"76865","SENDAS DISTRIBUIDORA S/A","MOSSORO","RN"
"74737","SORTIDAO COMERCIO DE ALIMENTOS LTDA","BAURU","SP"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
"72747","DMA DISTRIBUIDORA S/A","MURIAE","MG"
